date,item,price
2000-01-31,"phone",347
2000-01-31,"phone",754
2000-01-31,"cameras",3596
2000-01-31,"smartwatch",516
2000-01-31,"tablet",581
2000-01-31,"desktop",3352
2000-01-31,"tablet",1486
2000-01-31,"monitor",2606
2000-02-01,"desktop",3179
2000-02-01,"tv",6194
2000-02-01,"laptop",735
2000-02-01,"cameras",1707
2000-02-01,"tablet",216
2000-02-01,"phone",286
2000-02-01,"printer",197
2000-02-01,"phone",234
2000-02-01,"laptop",2059
2000-02-01,"smartwatch",497
2000-02-01,"laptop",1378
2000-02-01,"laptop",930
2000-02-01,"tv",2977
2000-02-01,"smartwatch",201
2000-02-01,"monitor",439
2000-02-01,"tv",6543
2000-02-01,"desktop",3006
2000-02-01,"laptop",289
2000-02-01,"tablet",429
2000-02-01,"tablet",589
2000-02-01,"phone",193
2000-02-01,"phone",906
2000-02-01,"printer",48
2000-02-01,"laptop",2962
2000-02-01,"printer",211
2000-02-01,"printer",167
2000-02-01,"printer",204
2000-02-01,"laptop",2945
2000-02-02,"printer",256
2000-02-02,"cameras",3382
2000-02-02,"tv",2390
2000-02-02,"cameras",3640
2000-02-02,"tablet",1068
2000-02-02,"phone",943
2000-02-02,"laptop",2303
2000-02-02,"smartwatch",588
2000-02-02,"desktop",1583
2000-02-02,"printer",145
2000-02-02,"phone",380
2000-02-02,"smartwatch",471
2000-02-02,"tablet",790
2000-02-02,"printer",51
2000-02-02,"monitor",2188
2000-02-02,"tv",5535
2000-02-02,"desktop",4662
2000-02-02,"cameras",3250
2000-02-02,"tv",4578
2000-02-02,"cameras",1083
2000-02-02,"laptop",1828
2000-02-02,"monitor",2718
2000-02-02,"desktop",5164
2000-02-02,"laptop",1556
2000-02-02,"printer",259
2000-02-02,"desktop",5026
2000-02-02,"tv",1671
2000-02-02,"phone",312
2000-02-02,"desktop",3060
2000-02-02,"cameras",610
2000-02-02,"tv",475
2000-02-02,"smartwatch",28
2000-02-02,"printer",20
2000-02-02,"tablet",723
2000-02-02,"laptop",1535
2000-02-02,"tablet",955
2000-02-02,"tv",3705
2000-02-02,"monitor",676
2000-02-02,"smartwatch",681
2000-02-02,"phone",133
2000-02-02,"phone",125
2000-02-02,"desktop",3780
2000-02-02,"tv",3337
2000-02-02,"tv",3989
2000-02-02,"desktop",3559
2000-02-02,"laptop",955
2000-02-02,"printer",261
2000-02-02,"monitor",487
2000-02-02,"tv",6313
2000-02-02,"smartwatch",591
2000-02-02,"monitor",2836
2000-02-02,"printer",115
2000-02-02,"monitor",1603
2000-02-02,"cameras",1930
2000-02-02,"smartwatch",594
2000-02-02,"laptop",2076
2000-02-02,"desktop",5560
2000-02-02,"tv",3545
2000-02-02,"cameras",3278
2000-02-02,"phone",258
2000-02-02,"tablet",723
2000-02-02,"laptop",762
2000-02-02,"monitor",315
2000-02-02,"smartwatch",133
2000-02-02,"printer",130
2000-02-02,"tablet",1051
2000-02-02,"desktop",4726
2000-02-02,"printer",226
2000-02-02,"laptop",2689
2000-02-02,"printer",75
2000-02-02,"phone",882
2000-02-02,"desktop",3046
2000-02-02,"smartwatch",40
2000-02-02,"tablet",477
2000-02-02,"smartwatch",62
2000-02-02,"tv",6275
2000-02-02,"printer",179
2000-02-02,"desktop",2251
2000-02-02,"tv",1248
2000-02-02,"smartwatch",356
2000-02-02,"printer",284
2000-02-02,"tv",3326
2000-02-02,"desktop",2392
2000-02-02,"tv",1855
2000-02-02,"cameras",3075
2000-02-02,"cameras",746
2000-02-02,"tv",6540
2000-02-02,"desktop",3795
2000-02-02,"tablet",1151
2000-02-02,"tablet",154
2000-02-02,"desktop",4637
2000-02-02,"printer",84
2000-02-02,"phone",664
2000-02-02,"printer",228
2000-02-02,"phone",812
2000-02-02,"monitor",1116
2000-02-02,"printer",81
2000-02-02,"cameras",826
2000-02-02,"printer",257
2000-02-02,"laptop",1424
2000-02-02,"smartwatch",431
2000-02-02,"laptop",947
2000-02-02,"tv",5837
2000-02-02,"cameras",1612
2000-02-02,"desktop",3663
2000-02-02,"monitor",2472
2000-02-02,"printer",280
2000-02-02,"phone",360
2000-02-02,"desktop",5022
2000-02-02,"desktop",965
2000-02-02,"printer",173
2000-02-02,"desktop",4386
2000-02-02,"cameras",2744
2000-02-02,"desktop",1716
2000-02-02,"phone",204
2000-02-02,"phone",354
2000-02-02,"cameras",1892
2000-02-02,"smartwatch",417
2000-02-02,"tv",4791
2000-02-02,"laptop",2765
2000-02-02,"tv",536
2000-02-02,"printer",178
2000-02-02,"monitor",2573
2000-02-02,"cameras",849
2000-02-02,"printer",70
2000-02-02,"tv",480
2000-02-02,"printer",200
2000-02-02,"monitor",2886
2000-02-02,"cameras",129
2000-02-02,"phone",827
2000-02-02,"desktop",3059
2000-02-02,"tablet",877
2000-02-02,"laptop",2918
2000-02-02,"laptop",454
2000-02-02,"smartwatch",508
2000-02-02,"desktop",4917
2000-02-02,"smartwatch",641
2000-02-02,"tv",2176
2000-02-02,"monitor",1211
2000-02-02,"phone",736
2000-02-02,"smartwatch",510
2000-02-02,"desktop",872
2000-02-02,"tv",1286
2000-02-02,"monitor",2747
2000-02-02,"tv",5185
2000-02-02,"tablet",513
2000-02-02,"tv",2788
2000-02-02,"tablet",153
2000-02-02,"phone",821
2000-02-02,"laptop",3013
2000-02-02,"smartwatch",596
2000-02-02,"monitor",893
2000-02-02,"laptop",2068
2000-02-02,"laptop",829
2000-02-02,"desktop",3315
2000-02-02,"cameras",3007
2000-02-02,"tv",6716
2000-02-02,"desktop",3012
2000-02-02,"tablet",241
2000-02-02,"tv",4828
2000-02-02,"desktop",1666
2000-02-02,"tv",1267
2000-02-02,"desktop",1868
2000-02-02,"tablet",1126
2000-02-02,"tablet",770
2000-02-02,"cameras",1933
2000-02-02,"phone",584
2000-02-02,"desktop",834
2000-02-02,"cameras",2463
2000-02-02,"printer",192
2000-02-02,"printer",122
2000-02-02,"printer",96
2000-02-02,"desktop",3590
2000-02-02,"monitor",2042
2000-02-02,"smartwatch",453
2000-02-02,"laptop",2344
2000-02-02,"desktop",1123
2000-02-02,"phone",738
2000-02-02,"cameras",993
2000-02-02,"tv",4711
2000-02-02,"desktop",5384
2000-02-02,"tablet",430
2000-02-02,"tv",6309
2000-02-02,"cameras",2332
2000-02-02,"laptop",1643
2000-02-02,"phone",664
2000-02-02,"smartwatch",658
2000-02-03,"printer",196
2000-02-03,"tablet",878
2000-02-03,"tv",2063
2000-02-03,"desktop",1304
2000-02-03,"phone",197
2000-02-03,"tablet",585
2000-02-03,"smartwatch",246
2000-02-03,"cameras",1937
2000-02-03,"desktop",4778
2000-02-03,"printer",309
2000-02-03,"printer",167
2000-02-03,"cameras",432
2000-02-03,"printer",191
2000-02-03,"phone",984
2000-02-03,"laptop",1552
2000-02-03,"monitor",2557
2000-02-03,"tablet",707
2000-02-03,"desktop",4216
2000-02-03,"tablet",478
2000-02-03,"desktop",5503
2000-02-03,"desktop",4607
2000-02-03,"smartwatch",431
2000-02-03,"printer",283
2000-02-03,"tv",5879
2000-02-03,"printer",126
2000-02-03,"smartwatch",327
2000-02-03,"cameras",816
2000-02-03,"tv",2498
2000-02-03,"monitor",165
2000-02-03,"monitor",78
2000-02-03,"tablet",1487
2000-02-03,"tv",7193
2000-02-03,"printer",61
2000-02-03,"monitor",2381
2000-02-03,"laptop",2744
2000-02-03,"laptop",876
2000-02-03,"printer",90
2000-02-03,"monitor",49
2000-02-03,"printer",134
2000-02-03,"monitor",948
2000-02-04,"laptop",2907
2000-02-04,"desktop",3869
2000-02-04,"printer",119
2000-02-04,"laptop",1014
2000-02-04,"smartwatch",419
2000-02-04,"printer",228
2000-02-04,"smartwatch",585
2000-02-04,"tablet",267
2000-02-04,"laptop",2003
2000-02-04,"smartwatch",444
2000-02-04,"cameras",2879
2000-02-04,"monitor",1670
2000-02-04,"tablet",308
2000-02-04,"cameras",603
2000-02-04,"tablet",1074
2000-02-04,"smartwatch",532
2000-02-04,"tv",2527
2000-02-04,"desktop",3270
2000-02-04,"tv",6801
2000-02-04,"printer",266
2000-02-04,"printer",181
2000-02-04,"tablet",904
2000-02-04,"monitor",2741
2000-02-04,"laptop",1162
2000-02-04,"printer",45
2000-02-04,"tablet",1412
2000-02-04,"laptop",1312
2000-02-04,"laptop",127
2000-02-04,"phone",477
2000-02-04,"phone",190
2000-02-04,"smartwatch",313
2000-02-04,"cameras",412
2000-02-04,"tablet",1346
2000-02-04,"phone",975
2000-02-04,"printer",263
2000-02-04,"desktop",4943
2000-02-04,"laptop",951
2000-02-04,"tv",2735
2000-02-04,"cameras",3544
2000-02-04,"desktop",5085
2000-02-04,"monitor",2339
2000-02-04,"laptop",3030
2000-02-04,"tablet",358
2000-02-04,"monitor",883
2000-02-04,"printer",202
2000-02-04,"cameras",3340
2000-02-04,"smartwatch",682
2000-02-04,"cameras",1147
2000-02-04,"smartwatch",62
2000-02-04,"tv",464
2000-02-04,"cameras",3707
2000-02-04,"monitor",721
2000-02-04,"tablet",996
2000-02-04,"desktop",4406
2000-02-04,"smartwatch",565
2000-02-04,"tv",3567
2000-02-04,"desktop",1779
2000-02-04,"desktop",1289
2000-02-04,"phone",787
2000-02-04,"phone",969
2000-02-04,"cameras",2275
2000-02-04,"phone",265
2000-02-04,"monitor",2520
2000-02-04,"monitor",1313
2000-02-04,"phone",882
2000-02-04,"phone",433
2000-02-04,"phone",372
2000-02-04,"printer",47
2000-02-04,"tablet",555
2000-02-04,"monitor",191
2000-02-04,"monitor",280
2000-02-04,"monitor",2905
2000-02-04,"smartwatch",507
2000-02-04,"tv",3631
2000-02-04,"tablet",647
2000-02-04,"laptop",2057
2000-02-04,"phone",165
2000-02-04,"laptop",2089
2000-02-04,"monitor",2648
2000-02-04,"desktop",4425
2000-02-04,"monitor",1867
2000-02-04,"phone",130
2000-02-04,"phone",720
2000-02-04,"tv",1228
2000-02-04,"monitor",2583
2000-02-04,"printer",120
2000-02-04,"printer",252
2000-02-04,"printer",97
2000-02-04,"tablet",118
2000-02-04,"monitor",661
2000-02-04,"tablet",756
2000-02-04,"cameras",3278
2000-02-04,"phone",443
2000-02-04,"smartwatch",183
2000-02-04,"tablet",973
2000-02-04,"smartwatch",636
2000-02-04,"smartwatch",177
2000-02-04,"smartwatch",65
2000-02-04,"tablet",618
2000-02-04,"smartwatch",193
2000-02-04,"printer",139
2000-02-04,"printer",138
2000-02-04,"tablet",1194
2000-02-04,"tablet",577
2000-02-05,"smartwatch",99
2000-02-05,"laptop",1546
2000-02-05,"laptop",3115
2000-02-05,"tv",6171
2000-02-05,"monitor",2864
2000-02-05,"desktop",4646
2000-02-05,"monitor",556
2000-02-05,"laptop",2393
2000-02-05,"printer",272
2000-02-05,"cameras",413
2000-02-05,"printer",296
2000-02-05,"phone",931
2000-02-05,"tablet",1281
2000-02-05,"printer",173
2000-02-05,"printer",61
2000-02-05,"printer",241
2000-02-05,"monitor",153
2000-02-05,"laptop",681
2000-02-05,"monitor",1882
2000-02-05,"desktop",2086
2000-02-05,"laptop",2554
2000-02-05,"cameras",2530
2000-02-05,"laptop",1519
2000-02-05,"cameras",1083
2000-02-05,"desktop",1865
2000-02-05,"smartwatch",702
2000-02-05,"phone",496
2000-02-05,"phone",387
2000-02-05,"desktop",3635
2000-02-05,"phone",422
2000-02-05,"desktop",729
2000-02-05,"tv",1983
2000-02-05,"desktop",5397
2000-02-05,"cameras",1223
2000-02-05,"tablet",662
2000-02-05,"laptop",1158
2000-02-05,"laptop",480
2000-02-05,"phone",682
2000-02-05,"smartwatch",214
2000-02-05,"tv",3980
2000-02-05,"cameras",2389
2000-02-05,"tv",5804
2000-02-05,"desktop",3999
2000-02-05,"desktop",4055
2000-02-05,"tablet",948
2000-02-05,"smartwatch",492
2000-02-05,"tv",2968
2000-02-05,"laptop",981
2000-02-05,"tv",619
2000-02-05,"tablet",729
2000-02-05,"monitor",2505
2000-02-05,"tablet",617
2000-02-05,"phone",832
2000-02-05,"monitor",2674
2000-02-05,"printer",134
2000-02-05,"desktop",5224
2000-02-05,"desktop",3687
2000-02-05,"smartwatch",454
2000-02-05,"monitor",730
2000-02-05,"cameras",2531
2000-02-05,"tv",5334
2000-02-05,"phone",597
2000-02-05,"tablet",1457
2000-02-05,"tablet",383
2000-02-05,"phone",875
2000-02-05,"cameras",1014
2000-02-05,"phone",759
2000-02-05,"monitor",524
2000-02-05,"smartwatch",433
2000-02-05,"cameras",3520
2000-02-05,"tv",2914
2000-02-05,"tablet",229
2000-02-05,"monitor",2219
2000-02-05,"printer",290
2000-02-05,"laptop",2000
2000-02-05,"tv",1124
2000-02-05,"cameras",1987
2000-02-05,"tablet",222
2000-02-05,"smartwatch",479
2000-02-05,"monitor",2749
2000-02-05,"desktop",2802
2000-02-05,"printer",150
2000-02-05,"laptop",1703
2000-02-05,"printer",152
2000-02-05,"phone",739
2000-02-05,"tablet",1500
2000-02-05,"cameras",3280
2000-02-05,"smartwatch",144
2000-02-05,"smartwatch",506
2000-02-05,"monitor",72
2000-02-05,"monitor",865
2000-02-05,"laptop",1938
2000-02-05,"desktop",4997
2000-02-05,"monitor",1081
2000-02-05,"cameras",477
2000-02-05,"cameras",3383
2000-02-05,"phone",314
2000-02-05,"phone",754
2000-02-05,"cameras",2812
2000-02-05,"laptop",2318
2000-02-05,"tablet",1475
2000-02-05,"laptop",2584
2000-02-05,"laptop",1440
2000-02-06,"tv",3991
2000-02-06,"printer",95
2000-02-06,"tablet",705
2000-02-06,"printer",270
2000-02-06,"monitor",1917
2000-02-06,"cameras",647
2000-02-06,"phone",565
2000-02-06,"desktop",2097
2000-02-06,"printer",113
2000-02-06,"laptop",277
2000-02-06,"laptop",2615
2000-02-06,"phone",357
2000-02-06,"laptop",2631
2000-02-06,"monitor",309
2000-02-06,"tv",6431
2000-02-06,"laptop",750
2000-02-06,"smartwatch",519
2000-02-06,"smartwatch",197
2000-02-06,"smartwatch",702
2000-02-06,"smartwatch",711
2000-02-06,"tv",3391
2000-02-06,"monitor",2621
2000-02-06,"tablet",1233
2000-02-06,"phone",299
2000-02-06,"printer",274
2000-02-06,"printer",298
2000-02-06,"desktop",2961
2000-02-06,"cameras",453
2000-02-06,"desktop",5163
2000-02-06,"printer",213
2000-02-06,"printer",31
2000-02-06,"monitor",752
2000-02-06,"printer",58
2000-02-06,"monitor",187
2000-02-06,"monitor",1279
2000-02-06,"tablet",528
2000-02-06,"phone",257
2000-02-06,"monitor",2111
2000-02-06,"cameras",2042
2000-02-06,"tablet",154
2000-02-06,"phone",499
2000-02-06,"monitor",969
2000-02-06,"cameras",1467
2000-02-06,"laptop",2960
2000-02-06,"tablet",268
2000-02-06,"phone",883
2000-02-06,"smartwatch",232
2000-02-06,"tv",6007
2000-02-06,"smartwatch",672
2000-02-06,"laptop",409
2000-02-06,"smartwatch",62
2000-02-06,"printer",91
2000-02-06,"cameras",3440
2000-02-06,"tablet",1387
2000-02-06,"printer",182
2000-02-06,"desktop",1396
2000-02-06,"desktop",1319
2000-02-06,"printer",216
2000-02-06,"monitor",2
2000-02-06,"phone",641
2000-02-06,"smartwatch",417
2000-02-06,"smartwatch",390
2000-02-06,"tablet",1470
2000-02-06,"laptop",2299
2000-02-06,"tablet",218
2000-02-06,"desktop",3651
2000-02-06,"tv",1652
2000-02-06,"smartwatch",629
2000-02-06,"monitor",775
2000-02-06,"desktop",3695
2000-02-06,"laptop",877
2000-02-06,"tablet",1475
2000-02-06,"monitor",2546
2000-02-06,"laptop",2148
2000-02-06,"smartwatch",607
2000-02-06,"phone",990
2000-02-06,"printer",235
2000-02-06,"printer",173
2000-02-06,"phone",163
2000-02-06,"desktop",5400
2000-02-06,"monitor",203
2000-02-06,"laptop",3098
2000-02-06,"laptop",202
2000-02-06,"laptop",837
2000-02-06,"monitor",1886
2000-02-06,"tablet",351
2000-02-06,"cameras",1234
2000-02-06,"monitor",1645
2000-02-06,"phone",927
2000-02-06,"phone",192
2000-02-06,"tv",4367
2000-02-06,"laptop",1763
2000-02-06,"desktop",1613
2000-02-06,"tablet",649
2000-02-06,"laptop",2057
2000-02-06,"printer",194
2000-02-06,"cameras",1840
2000-02-06,"smartwatch",243
2000-02-06,"desktop",3083
2000-02-06,"phone",180
2000-02-06,"tv",6371
2000-02-06,"smartwatch",323
2000-02-06,"monitor",182
2000-02-06,"laptop",2525
2000-02-06,"tv",6133
2000-02-06,"smartwatch",670
2000-02-06,"tv",4168
2000-02-06,"printer",184
2000-02-06,"tablet",528
2000-02-06,"smartwatch",240
2000-02-06,"smartwatch",612
2000-02-06,"desktop",1961
2000-02-06,"desktop",5530
2000-02-06,"smartwatch",347
2000-02-06,"laptop",3090
2000-02-06,"phone",493
2000-02-06,"desktop",2216
2000-02-06,"tv",6885
2000-02-06,"phone",992
2000-02-06,"laptop",1752
2000-02-06,"phone",991
2000-02-06,"laptop",2353
2000-02-06,"tv",3630
2000-02-06,"laptop",2129
2000-02-06,"printer",110
2000-02-07,"phone",432
2000-02-07,"cameras",2206
2000-02-07,"phone",926
2000-02-07,"smartwatch",680
2000-02-07,"tablet",219
2000-02-07,"desktop",3441
2000-02-07,"smartwatch",367
2000-02-07,"phone",761
2000-02-07,"laptop",369
2000-02-07,"smartwatch",617
2000-02-07,"desktop",2476
2000-02-07,"monitor",1239
2000-02-07,"monitor",856
2000-02-07,"tablet",693
2000-02-07,"printer",222
2000-02-07,"tv",4725
2000-02-07,"cameras",1869
2000-02-07,"desktop",1314
2000-02-07,"phone",833
2000-02-07,"smartwatch",126
2000-02-07,"tv",2696
2000-02-07,"phone",592
2000-02-07,"tv",2795
2000-02-07,"laptop",2741
2000-02-07,"desktop",3166
2000-02-07,"tablet",1163
2000-02-07,"tablet",495
2000-02-07,"tablet",570
2000-02-07,"cameras",1552
2000-02-07,"phone",681
2000-02-07,"tablet",843
2000-02-07,"desktop",1625
2000-02-07,"laptop",1109
2000-02-07,"phone",278
2000-02-07,"smartwatch",488
2000-02-07,"desktop",4054
2000-02-07,"tablet",443
2000-02-07,"smartwatch",524
2000-02-07,"tablet",508
2000-02-07,"cameras",3653
2000-02-07,"printer",56
2000-02-07,"phone",397
2000-02-07,"tv",3608
2000-02-07,"cameras",772
2000-02-07,"monitor",1701
2000-02-07,"laptop",2632
2000-02-07,"smartwatch",447
2000-02-07,"printer",43
2000-02-07,"tv",5924
2000-02-07,"desktop",4230
2000-02-07,"tablet",692
2000-02-07,"tablet",675
2000-02-07,"monitor",748
2000-02-07,"laptop",2186
2000-02-07,"printer",246
2000-02-07,"laptop",159
2000-02-07,"tv",4235
2000-02-07,"cameras",388
2000-02-08,"cameras",1637
2000-02-08,"desktop",3231
2000-02-08,"tv",4629
2000-02-08,"monitor",2400
2000-02-08,"smartwatch",469
2000-02-08,"monitor",720
2000-02-08,"cameras",863
2000-02-08,"phone",247
2000-02-08,"laptop",146
2000-02-08,"printer",51
2000-02-08,"desktop",4349
2000-02-08,"laptop",1748
2000-02-08,"phone",435
2000-02-08,"phone",924
2000-02-08,"laptop",1243
2000-02-08,"laptop",1994
2000-02-08,"tv",1672
2000-02-08,"smartwatch",82
2000-02-08,"phone",185
2000-02-08,"laptop",2925
2000-02-08,"smartwatch",26
2000-02-08,"cameras",644
2000-02-08,"monitor",2761
2000-02-08,"cameras",2056
2000-02-08,"tv",1475
2000-02-08,"smartwatch",175
2000-02-08,"laptop",2855
2000-02-08,"monitor",2571
2000-02-08,"desktop",2229
2000-02-08,"tablet",366
2000-02-08,"printer",242
2000-02-08,"laptop",800
2000-02-08,"phone",839
2000-02-08,"phone",123
2000-02-08,"monitor",2868
2000-02-08,"smartwatch",153
2000-02-08,"cameras",2767
2000-02-08,"tv",4760
2000-02-08,"laptop",1934
2000-02-08,"phone",357
2000-02-08,"printer",38
2000-02-08,"desktop",2155
2000-02-08,"tv",1131
2000-02-08,"phone",601
2000-02-08,"printer",44
2000-02-08,"tv",420
2000-02-08,"printer",206
2000-02-08,"tv",6719
2000-02-08,"cameras",851
2000-02-08,"monitor",2573
2000-02-08,"phone",430
2000-02-08,"monitor",1377
2000-02-08,"cameras",1640
2000-02-08,"cameras",2952
2000-02-08,"printer",296
2000-02-08,"smartwatch",129
2000-02-08,"monitor",75
2000-02-08,"tablet",230
2000-02-08,"desktop",2840
2000-02-08,"tv",1620
2000-02-08,"smartwatch",318
2000-02-08,"smartwatch",651
2000-02-08,"monitor",537
2000-02-08,"tablet",226
2000-02-08,"printer",292
2000-02-08,"cameras",942
2000-02-08,"phone",272
2000-02-08,"laptop",2067
2000-02-08,"tv",4881
2000-02-08,"monitor",1786
2000-02-08,"desktop",4722
2000-02-08,"phone",381
2000-02-08,"cameras",3177
2000-02-08,"printer",299
2000-02-08,"cameras",2342
2000-02-08,"laptop",2080
2000-02-08,"smartwatch",553
2000-02-08,"tablet",667
2000-02-08,"desktop",3996
2000-02-08,"smartwatch",617
2000-02-08,"tv",499
2000-02-08,"desktop",1114
2000-02-08,"printer",259
2000-02-08,"phone",471
2000-02-08,"laptop",2191
2000-02-08,"laptop",1845
2000-02-08,"phone",692
2000-02-08,"cameras",3356
2000-02-08,"cameras",452
2000-02-08,"smartwatch",334
2000-02-08,"printer",132
2000-02-08,"monitor",2041
2000-02-08,"tablet",660
2000-02-08,"tablet",1133
2000-02-08,"tv",1912
2000-02-08,"tablet",1015
2000-02-08,"laptop",1577
2000-02-08,"laptop",1102
2000-02-08,"monitor",2455
2000-02-08,"tv",5266
2000-02-08,"tablet",1347
2000-02-08,"smartwatch",81
2000-02-08,"smartwatch",262
2000-02-08,"desktop",4492
2000-02-08,"phone",715
2000-02-08,"smartwatch",708
2000-02-08,"smartwatch",589
2000-02-08,"cameras",1877
2000-02-08,"tablet",853
2000-02-08,"tv",2660
2000-02-08,"printer",102
2000-02-08,"printer",65
2000-02-08,"smartwatch",575
2000-02-08,"desktop",2903
2000-02-08,"printer",93
2000-02-08,"smartwatch",543
2000-02-08,"tablet",1400
2000-02-08,"phone",535
2000-02-08,"tablet",1499
2000-02-08,"smartwatch",705
2000-02-08,"printer",47
2000-02-08,"tv",5948
2000-02-08,"laptop",816
2000-02-08,"desktop",5485
2000-02-08,"tv",4168
2000-02-09,"tv",1741
2000-02-09,"printer",164
2000-02-09,"printer",31
2000-02-09,"desktop",2035
2000-02-09,"tablet",399
2000-02-09,"smartwatch",20
2000-02-09,"printer",245
2000-02-09,"phone",748
2000-02-09,"phone",854
2000-02-09,"phone",688
2000-02-09,"tv",4448
2000-02-09,"tablet",1043
2000-02-09,"tv",2556
2000-02-09,"laptop",1279
2000-02-09,"phone",502
2000-02-09,"desktop",885
2000-02-09,"monitor",1164
2000-02-09,"laptop",2872
2000-02-09,"laptop",1978
2000-02-09,"tv",2660
2000-02-09,"desktop",5267
2000-02-09,"tv",6913
2000-02-09,"smartwatch",663
2000-02-09,"smartwatch",75
2000-02-09,"phone",363
2000-02-09,"printer",241
2000-02-09,"tablet",1353
2000-02-09,"cameras",1810
2000-02-09,"printer",284
2000-02-09,"tv",2783
2000-02-09,"desktop",2248
2000-02-09,"monitor",1429
2000-02-09,"smartwatch",316
2000-02-09,"monitor",108
2000-02-09,"cameras",268
2000-02-09,"monitor",1164
2000-02-09,"printer",220
2000-02-09,"monitor",2568
2000-02-09,"laptop",804
2000-02-09,"tv",6242
2000-02-10,"smartwatch",359
2000-02-10,"printer",61
2000-02-10,"desktop",4091
2000-02-10,"monitor",363
2000-02-10,"printer",222
2000-02-10,"monitor",2026
2000-02-10,"tv",5416
2000-02-10,"tablet",313
2000-02-10,"tablet",214
2000-02-10,"printer",279
2000-02-10,"monitor",2236
2000-02-10,"printer",205
2000-02-10,"printer",50
2000-02-10,"phone",174
2000-02-10,"monitor",515
2000-02-10,"monitor",1848
2000-02-10,"smartwatch",469
2000-02-10,"tv",6930
2000-02-10,"monitor",776
2000-02-10,"laptop",210
2000-02-10,"cameras",1306
2000-02-10,"printer",37
2000-02-10,"smartwatch",44
2000-02-10,"cameras",1394
2000-02-10,"cameras",1595
2000-02-10,"printer",286
2000-02-10,"tv",5826
2000-02-10,"laptop",1638
2000-02-10,"phone",453
2000-02-10,"printer",201
2000-02-11,"tv",4352
2000-02-11,"printer",19
2000-02-11,"phone",523
2000-02-11,"laptop",1984
2000-02-11,"tv",1274
2000-02-11,"smartwatch",202
2000-02-11,"laptop",2426
2000-02-11,"cameras",1956
2000-02-11,"printer",20
2000-02-11,"tv",2854
2000-02-11,"tv",1181
2000-02-11,"phone",657
2000-02-11,"tablet",592
2000-02-11,"laptop",3067
2000-02-11,"tv",2336
2000-02-11,"phone",350
2000-02-11,"phone",227
2000-02-11,"printer",187
2000-02-11,"printer",37
2000-02-11,"monitor",2671
2000-02-11,"monitor",2834
2000-02-11,"cameras",2888
2000-02-11,"smartwatch",41
2000-02-11,"tablet",554
2000-02-11,"tablet",643
2000-02-11,"monitor",720
2000-02-11,"tablet",1107
2000-02-11,"monitor",916
2000-02-11,"phone",918
2000-02-11,"tablet",145
2000-02-11,"tablet",863
2000-02-11,"desktop",2809
2000-02-11,"monitor",1627
2000-02-11,"laptop",202
2000-02-11,"phone",806
2000-02-11,"phone",860
2000-02-11,"tv",6557
2000-02-11,"phone",424
2000-02-11,"printer",243
2000-02-11,"tablet",915
2000-02-11,"cameras",1368
2000-02-11,"cameras",2455
2000-02-11,"smartwatch",256
2000-02-11,"phone",806
2000-02-11,"tv",289
2000-02-11,"phone",883
2000-02-11,"cameras",966
2000-02-11,"smartwatch",227
2000-02-11,"printer",256
2000-02-11,"tablet",859
2000-02-11,"tv",5326
2000-02-11,"printer",265
2000-02-11,"monitor",609
2000-02-11,"laptop",1183
2000-02-11,"monitor",2361
2000-02-11,"smartwatch",23
2000-02-11,"laptop",2904
2000-02-11,"cameras",3041
2000-02-11,"cameras",218
2000-02-11,"tablet",1488
2000-02-11,"printer",29
2000-02-11,"tablet",213
2000-02-11,"cameras",1380
2000-02-11,"phone",420
2000-02-11,"tablet",763
2000-02-11,"printer",225
2000-02-11,"smartwatch",65
2000-02-11,"smartwatch",126
2000-02-11,"smartwatch",50
2000-02-11,"laptop",1319
2000-02-11,"monitor",1816
2000-02-11,"smartwatch",475
2000-02-11,"desktop",3062
2000-02-11,"cameras",2306
2000-02-11,"cameras",2180
2000-02-11,"monitor",1608
2000-02-11,"smartwatch",616
2000-02-11,"phone",922
2000-02-11,"tablet",1028
2000-02-11,"desktop",1696
2000-02-11,"monitor",2779
2000-02-11,"phone",418
2000-02-11,"laptop",650
2000-02-11,"phone",381
2000-02-11,"cameras",1409
2000-02-11,"laptop",1381
2000-02-11,"tv",2492
2000-02-11,"monitor",1060
2000-02-11,"monitor",1547
2000-02-11,"phone",712
2000-02-11,"tv",3928
2000-02-11,"laptop",575
2000-02-11,"desktop",3134
2000-02-11,"tv",7168
2000-02-11,"cameras",1445
2000-02-11,"printer",184
2000-02-11,"cameras",2284
2000-02-12,"cameras",3356
2000-02-12,"tablet",437
2000-02-12,"cameras",3124
2000-02-12,"printer",261
2000-02-12,"printer",95
2000-02-12,"tv",4035
2000-02-12,"tv",6531
2000-02-12,"desktop",3567
2000-02-12,"tablet",1293
2000-02-12,"smartwatch",339
2000-02-12,"cameras",1276
2000-02-12,"cameras",3386
2000-02-12,"tv",516
2000-02-12,"printer",107
2000-02-12,"printer",139
2000-02-12,"tablet",457
2000-02-12,"phone",351
2000-02-12,"monitor",349
2000-02-12,"monitor",871
2000-02-12,"cameras",3249
2000-02-12,"printer",238
2000-02-12,"printer",173
2000-02-12,"phone",836
2000-02-12,"tablet",698
2000-02-12,"cameras",3039
2000-02-12,"monitor",302
2000-02-12,"cameras",793
2000-02-12,"cameras",1252
2000-02-12,"laptop",1669
2000-02-12,"monitor",2580
2000-02-12,"cameras",2656
2000-02-12,"desktop",5354
